comment_text,argument_text,label
41arg3,0
41arg4,1
41arg5,0
41arg6,1
41arg7,0
42arg1,0
42arg2,0
42arg3,0
42arg5,0
42arg6,0
42arg7,1
43arg1,0
43arg2,1
43arg3,0
43arg4,1
43arg5,0
43arg6,1
43arg7,0
44arg1,0
44arg3,0
44arg4,0
44arg5,0
44arg6,0
45arg1,0
45arg2,0
45arg3,0
45arg4,0
45arg5,0
45arg6,0
45arg7,0
46arg1,0
46arg2,1
46arg3,0
46arg4,1
46arg5,0
46arg6,1
46arg7,0
47arg1,0
47arg2,1
47arg3,0
47arg4,1
47arg7,0
48arg1,0
48arg2,1
48arg3,0
48arg4,1
48arg5,0
48arg6,1
48arg7,0
49arg1,0
49arg2,0
49arg3,0
49arg4,0
49arg5,1
49arg6,0
49arg7,1
50arg1,0
50arg2,0
50arg3,0
50arg4,0
50arg5,1
50arg6,0
50arg7,0
51arg1,0
51arg2,0
51arg3,0
51arg4,0
51arg5,1
51arg6,0
51arg7,1
52arg1,0
52arg2,0
52arg3,0
52arg4,1
52arg6,1
52arg7,0
53arg1,0
53arg2,0
53arg3,0
53arg4,0
53arg5,0
53arg6,0
53arg7,1
54arg1,0
54arg2,0
54arg3,0
54arg4,0
54arg5,1
54arg6,0
54arg7,1
55arg1,0
55arg2,1
55arg3,0
55arg4,1
55arg5,0
55arg6,1
55arg7,0
56arg1,0
56arg2,0
56arg3,0
56arg4,1
56arg5,0
56arg6,0
56arg7,0
57arg1,0
57arg2,0
57arg3,0
57arg4,0
57arg5,0
57arg6,0
57arg7,0
58arg1,0
58arg2,0
58arg3,0
58arg4,0
58arg5,0
58arg6,0
58arg7,1
59arg1,0
59arg2,1
59arg3,0
59arg4,1
59arg5,0
59arg6,1
59arg7,0
60arg1,1
60arg2,0
60arg3,0
60arg4,0
60arg5,1
60arg6,0
60arg7,0
61arg1,0
61arg2,0
61arg3,0
61arg5,1
61arg6,0
61arg7,1
62arg1,0
62arg3,0
62arg4,0
62arg5,0
62arg6,0
62arg7,0
63arg1,0
63arg2,0
63arg3,0
63arg5,1
63arg6,0
63arg7,1
64arg1,0
64arg2,0
64arg3,0
64arg4,1
64arg6,1
64arg7,0
65arg1,0
65arg2,0
65arg3,0
65arg4,0
65arg5,0
65arg6,0
65arg7,0
66arg1,0
66arg2,0
66arg3,0
66arg4,1
66arg5,0
66arg6,0
66arg7,0
67arg1,0
67arg2,0
67arg3,0
67arg4,1
67arg6,1
67arg7,0
68arg1,0
68arg2,0
68arg3,0
68arg4,0
68arg5,0
68arg6,0
68arg7,0
69arg1,0
69arg2,0
69arg3,0
69arg4,0
69arg5,0
69arg6,0
69arg7,1
70arg1,0
70arg2,0
70arg3,0
70arg4,1
70arg6,1
70arg7,0
71arg1,0
71arg2,0
71arg3,0
71arg4,0
71arg5,0
71arg6,0
71arg7,0
72arg1,0
72arg2,0
72arg3,0
72arg4,1
72arg5,0
72arg6,0
72arg7,0
73arg1,0
73arg2,0
73arg3,0
73arg4,0
73arg5,1
73arg6,0
73arg7,1
74arg1,0
74arg2,0
74arg3,0
74arg4,1
74arg5,0
74arg6,0
74arg7,0
75arg1,0
75arg2,0
75arg3,0
75arg5,1
75arg6,0
75arg7,1
76arg1,0
76arg2,1
76arg3,0
76arg4,1
76arg5,0
76arg6,1
76arg7,0
77arg1,0
77arg2,0
77arg3,0
77arg4,0
77arg5,0
77arg6,0
77arg7,0
78arg1,0
78arg2,0
78arg3,0
78arg5,1
78arg6,0
78arg7,1
79arg1,0
79arg2,1
79arg3,0
79arg4,1
79arg6,1
79arg7,0
80arg1,0
80arg2,0
80arg3,0
80arg4,0
80arg5,0
80arg6,0
80arg7,0
81arg1,0
81arg2,0
81arg3,0
81arg5,1
81arg6,0
81arg7,1
82arg1,0
82arg2,0
82arg3,1
82arg4,0
82arg5,0
82arg6,0
82arg7,1
83arg1,0
83arg2,0
83arg3,0
83arg4,1
83arg5,0
83arg6,1
84arg1,0
84arg2,0
84arg3,1
84arg5,1
84arg6,0
84arg7,1
85arg1,0
85arg2,0
85arg3,0
85arg5,1
85arg6,0
85arg7,1
86arg1,0
86arg2,0
86arg3,0
86arg4,0
86arg5,0
86arg6,0
86arg7,1
87arg1,0
87arg2,0
87arg3,1
87arg5,0
87arg6,0
87arg7,1
88arg1,0
88arg2,0
88arg3,0
88arg4,0
88arg5,1
88arg6,0
88arg7,1
89arg1,0
89arg2,0
89arg3,1
89arg5,1
89arg6,0
89arg7,1
90arg1,0
90arg2,0
90arg3,0
90arg4,0
90arg5,0
90arg6,0
90arg7,0
91arg1,0
91arg2,0
91arg3,0
91arg5,1
91arg6,0
91arg7,1
92arg1,0
92arg2,0
92arg3,0
92arg5,0
92arg6,0
92arg7,0
93arg1,0
93arg2,0
93arg3,0
93arg5,0
93arg6,0
93arg7,1
94arg1,0
94arg2,0
94arg3,0
94arg4,1
94arg5,0
94arg6,1
94arg7,0
95arg1,1
95arg2,1
95arg3,0
95arg4,0
95arg5,0
95arg6,0
95arg7,1
96arg1,0
96arg2,0
96arg3,0
96arg4,1
96arg5,0
96arg6,0
96arg7,0
97arg1,0
97arg2,0
97arg3,0
97arg4,0
97arg5,1
97arg6,0
97arg7,0
98arg1,0
98arg2,1
98arg3,0
98arg4,1
98arg6,1
98arg7,0
99arg1,0
99arg2,0
99arg3,0
99arg4,0
99arg5,1
99arg6,0
99arg7,1
100arg1,0
100arg2,0
100arg3,0
100arg4,1
100arg5,0
100arg6,0
100arg7,0
101arg1,0
101arg2,1
101arg3,0
101arg4,1
101arg5,0
101arg6,1
101arg7,0
102arg1,0
102arg2,0
102arg3,0
102arg4,0
102arg5,1
102arg6,0
102arg7,1
103arg1,0
103arg2,0
103arg3,0
103arg4,1
103arg5,0
103arg6,1
103arg7,0
104arg2,1
104arg3,0
104arg4,1
104arg6,1
104arg7,0
105arg1,0
105arg2,0
105arg3,0
105arg4,1
105arg5,0
105arg6,1
105arg7,0
106arg1,0
106arg2,0
106arg3,0
106arg4,0
106arg5,0
106arg6,0
106arg7,1
107arg1,0
107arg2,0
107arg3,1
107arg4,0
107arg5,1
107arg6,0
107arg7,1
108arg1,1
108arg2,0
108arg3,0
108arg4,0
108arg5,0
108arg6,0
108arg7,1
109arg1,0
109arg2,0
109arg3,0
109arg4,0
109arg5,1
109arg6,0
109arg7,1
110arg1,0
110arg2,1
110arg3,0
110arg4,1
110arg5,0
110arg6,0
110arg7,0
111arg1,0
111arg2,1
111arg3,0
111arg4,1
111arg6,1
111arg7,0
112arg1,0
112arg2,0
112arg3,0
112arg4,0
112arg6,0
112arg7,0
113arg1,0
113arg2,0
113arg3,0
113arg4,0
113arg5,0
113arg6,0
113arg7,0
114arg2,0
114arg3,0
114arg5,0
114arg6,0
114arg7,1
115arg1,0
115arg2,0
115arg3,0
115arg4,0
115arg5,1
115arg6,0
115arg7,1
116arg1,0
116arg2,0
116arg3,0
116arg4,0
116arg5,1
116arg6,0
116arg7,1
117arg1,0
117arg2,0
117arg3,0
117arg4,0
117arg5,0
117arg6,0
117arg7,1
118arg1,0
118arg2,0
118arg3,0
118arg4,1
118arg6,0
118arg7,0
119arg1,0
119arg2,1
119arg3,0
119arg5,0
119arg6,0
119arg7,1
120arg1,0
120arg2,0
120arg3,0
120arg4,1
120arg5,0
120arg6,1
120arg7,0
121arg1,0
121arg2,0
121arg3,0
121arg4,0
121arg5,0
121arg6,0
121arg7,1
122arg1,0
122arg2,1
122arg3,0
122arg4,1
122arg6,1
122arg7,0
123arg1,0
123arg2,0
123arg3,0
123arg4,0
123arg5,0
123arg6,0
123arg7,0
124arg1,0
124arg2,0
124arg3,0
124arg5,0
124arg6,0
124arg7,1
125arg1,0
125arg2,0
125arg3,0
125arg4,1
125arg6,1
125arg7,0
126arg1,0
126arg2,0
126arg3,0
126arg4,0
126arg5,0
126arg6,0
126arg7,0
127arg1,0
127arg2,0
127arg3,0
127arg5,1
127arg6,0
127arg7,1
128arg1,0
128arg2,0
128arg3,0
128arg4,0
128arg5,0
128arg6,0
129arg1,0
129arg2,0
129arg3,0
129arg4,0
129arg5,0
129arg6,0
129arg7,1
130arg1,0
130arg2,0
130arg3,0
130arg5,0
130arg6,0
131arg1,0
131arg2,0
131arg3,0
131arg5,0
131arg6,0
131arg7,1
132arg1,0
132arg2,0
132arg3,0
132arg4,0
132arg5,0
132arg6,0
132arg7,1
133arg1,0
133arg2,0
133arg3,1
133arg5,1
133arg6,0
133arg7,1
134arg1,0
134arg2,0
134arg3,0
134arg5,0
134arg6,0
134arg7,1
135arg1,0
135arg2,0
135arg3,0
135arg4,0
135arg6,0
135arg7,0
136arg1,0
136arg2,0
136arg3,0
136arg4,1
136arg6,0
136arg7,0
137arg1,0
137arg2,0
137arg3,0
137arg4,0
137arg5,0
137arg6,0
137arg7,0
138arg1,0
138arg2,0
138arg3,1
138arg5,0
138arg6,0
138arg7,1
139arg1,0
139arg2,0
139arg3,0
139arg4,0
139arg5,0
139arg6,0
139arg7,0
140arg1,0
140arg2,0
140arg3,0
140arg5,1
140arg6,0
140arg7,1
141arg1,0
141arg2,0
141arg3,0
141arg4,0
141arg5,0
141arg6,0
141arg7,0
142arg1,0
142arg2,0
142arg3,0
142arg4,1
142arg5,0
142arg6,0
142arg7,0
143arg1,0
143arg2,1
143arg3,0
143arg4,1
143arg5,0
143arg6,1
143arg7,0
144arg1,0
144arg2,0
144arg3,0
144arg4,1
144arg6,1
144arg7,0
145arg1,0
145arg2,0
145arg3,0
145arg4,1
145arg5,0
145arg6,1
146arg1,0
146arg2,0
146arg3,0
146arg4,1
146arg5,0
146arg6,0
146arg7,0
147arg1,0
147arg3,0
147arg4,1
147arg6,1
147arg7,0
148arg1,1
148arg2,0
148arg3,0
148arg4,0
148arg5,1
148arg7,0
149arg1,0
149arg2,1
149arg3,0
149arg4,1
149arg6,1
149arg7,0
150arg1,0
150arg2,0
150arg3,0
150arg5,0
150arg6,0
151arg1,0
151arg2,0
151arg3,0
151arg4,0
151arg5,0
151arg6,0
151arg7,0
152arg1,0
152arg2,0
152arg3,0
152arg4,1
152arg6,1
152arg7,0
153arg1,0
153arg2,0
153arg3,0
153arg4,0
153arg5,0
153arg6,0
153arg7,0
154arg1,0
154arg2,0
154arg3,0
154arg4,1
154arg5,0
154arg6,1
155arg1,0
155arg2,1
155arg3,0
155arg4,1
155arg6,1
155arg7,0
156arg1,0
156arg2,1
156arg3,0
156arg4,1
156arg5,0
156arg6,1
156arg7,0
157arg1,0
157arg2,1
157arg3,0
157arg4,1
157arg5,1
157arg6,1
157arg7,0
158arg1,0
158arg2,1
158arg3,0
158arg4,1
158arg5,0
158arg6,1
158arg7,0
159arg1,0
159arg2,1
159arg3,0
159arg4,1
159arg6,0
160arg1,0
160arg2,0
160arg3,1
160arg5,0
160arg6,0
160arg7,1
161arg1,0
161arg2,0
161arg3,0
161arg4,1
161arg5,0
161arg6,1
161arg7,0
162arg1,0
162arg2,0
162arg3,0
162arg4,1
163arg1,0
163arg2,0
163arg3,0
163arg4,0
163arg5,0
163arg6,0
163arg7,1
164arg1,0
164arg2,0
164arg4,0
164arg5,0
164arg6,0
164arg7,0
165arg1,0
165arg2,1
165arg3,0
165arg4,1
165arg5,0
165arg6,1
166arg1,0
166arg2,0
166arg3,0
166arg4,0
166arg5,0
166arg6,0
166arg7,0
167arg1,0
167arg2,0
167arg3,0
167arg4,1
167arg5,0
167arg6,0
167arg7,0
168arg1,0
168arg2,1
168arg3,0
168arg4,1
168arg6,1
168arg7,0
169arg1,0
169arg2,1
169arg3,0
169arg4,1
169arg6,1
170arg1,0
170arg2,0
170arg3,0
170arg4,0
170arg5,0
170arg6,0
170arg7,0
171arg1,0
171arg2,1
171arg3,0
171arg6,1
171arg7,0
172arg1,0
172arg2,0
172arg3,0
172arg4,1
172arg5,0
172arg6,0
172arg7,0
173arg2,0
173arg3,0
173arg4,0
173arg5,1
173arg6,0
173arg7,0
174arg1,0
174arg2,0
174arg3,0
174arg4,1
174arg5,0
174arg6,1
174arg7,0
175arg1,0
175arg2,0
175arg3,1
175arg4,0
175arg5,0
175arg6,0
175arg7,1
176arg1,0
176arg2,0
176arg3,0
176arg4,0
176arg5,0
176arg6,0
176arg7,1
177arg1,0
177arg2,0
177arg3,0
177arg4,0
177arg5,1
177arg6,0
177arg7,1
178arg1,0
178arg2,0
178arg3,0
178arg4,0
178arg5,0
178arg6,0
178arg7,1
179arg1,0
179arg2,0
179arg3,0
179arg4,1
179arg5,0
179arg6,1
180arg1,0
180arg2,0
180arg3,0
180arg4,0
180arg5,0
180arg6,0
180arg7,0
181arg1,0
181arg2,0
181arg3,0
181arg4,0
181arg5,1
181arg6,0
181arg7,1
182arg1,0
182arg2,1
182arg3,0
182arg4,1
182arg6,1
182arg7,0
183arg1,0
183arg2,0
183arg3,0
183arg5,1
183arg6,0
183arg7,1
184arg1,0
184arg2,0
184arg3,0
184arg4,1
184arg5,0
184arg6,1
184arg7,0
185arg1,0
185arg2,0
185arg3,0
185arg4,1
185arg5,0
185arg6,0
185arg7,0
186arg1,0
186arg2,0
186arg3,0
186arg5,1
186arg6,0
186arg7,1
187arg1,0
187arg2,0
187arg3,0
187arg4,1
187arg5,0
187arg6,1
187arg7,0
188arg1,0
188arg2,0
188arg3,0
188arg5,1
188arg6,0
188arg7,1
189arg1,0
189arg2,0
189arg3,0
189arg4,0
189arg5,0
189arg6,0
189arg7,1
190arg1,1
190arg2,0
190arg3,0
190arg4,0
190arg5,1
190arg6,0
190arg7,1
191arg1,0
191arg2,0
191arg3,0
191arg5,1
191arg6,0
191arg7,1
192arg1,0
192arg2,0
192arg3,0
192arg4,1
192arg6,0
192arg7,0
193arg1,0
193arg2,0
193arg3,0
193arg4,0
193arg5,1
193arg6,0
193arg7,0
194arg1,0
194arg2,0
194arg3,0
194arg4,1
194arg5,0
194arg6,1
194arg7,0
195arg1,0
195arg2,0
195arg3,0
195arg4,0
195arg5,0
195arg6,0
195arg7,1
196arg1,0
196arg2,0
196arg3,0
196arg5,1
196arg6,0
196arg7,1
197arg1,0
197arg2,1
197arg3,0
197arg4,1
197arg5,0
197arg6,1
197arg7,0
198arg1,0
198arg2,0
198arg3,0
198arg4,0
198arg5,1
198arg6,0
198arg7,1
1arg1,0
